,Name,Num Entries,Year,Time,Record Identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind,Minimum Pressure,34-knot Wind Radii NE,34-knot Wind Radii SE,34-knot Wind Radii SW,34-knot Wind Radii NW,50-knot Wind Radii NE,50-knot Wind Radii SE,50-knot Wind Radii SW,50-knot Wind Radii NW,64-knot Wind Radii NE,64-knot Wind Radii SE,64-knot Wind Radii SW,64-knot Wind Radii NW
53740,            LORENZO,48,9/30/2019,1800,  , HU, 30.2N,  42.7W,90.0,955.0,240.0,290.0,200.0,210.0,130.0,120.0,130.0,130.0,80.0,80.0,70.0,80.0
53741,            LORENZO,48,10/1/2019, 0000,  , HU, 31.2N,  41.9W,90.0,956.0,270.0,300.0,240.0,220.0,160.0,160.0,150.0,150.0,80.0,80.0,80.0,80.0
53742,            LORENZO,48,10/1/2019, 0600,  , HU, 32.6N,  40.7W,85.0,957.0,270.0,300.0,240.0,220.0,160.0,170.0,150.0,150.0,80.0,80.0,80.0,80.0
53743,            LORENZO,48,10/1/2019,1200,  , HU, 34.3N,  39.0W,85.0,957.0,270.0,320.0,270.0,220.0,160.0,170.0,170.0,150.0,80.0,80.0,80.0,80.0
53744,            LORENZO,48,10/1/2019,1800,  , HU, 35.9N,  36.8W,85.0,958.0,270.0,320.0,300.0,270.0,180.0,200.0,170.0,150.0,80.0,110.0,110.0,80.0
53745,            LORENZO,48,10/2/2019, 0000,  , HU, 37.8N,  34.4W,85.0,959.0,300.0,340.0,300.0,270.0,200.0,240.0,180.0,130.0,100.0,130.0,130.0,80.0
53746,            LORENZO,48,10/2/2019, 0600,  , HU, 40.2N,  31.4W,80.0,959.0,300.0,340.0,300.0,270.0,200.0,240.0,200.0,130.0,100.0,130.0,130.0,80.0
53747,            LORENZO,48,10/2/2019,1200,  , EX, 43.0N,  28.0W,70.0,959.0,300.0,340.0,300.0,270.0,200.0,240.0,200.0,100.0,0.0,90.0,90.0,0.0
53748,            LORENZO,48,10/2/2019,1800,  , EX, 45.9N,  24.4W,65.0,960.0,300.0,340.0,300.0,270.0,200.0,250.0,200.0,100.0,0.0,80.0,80.0,0.0
53749,            LORENZO,48,10/3/2019, 0000,  , EX, 49.2N,  21.5W,60.0,961.0,300.0,350.0,350.0,270.0,120.0,250.0,200.0,100.0,0.0,0.0,0.0,0.0
53750,            LORENZO,48,10/3/2019, 0600,  , EX, 52.0N,  18.7W,60.0,962.0,300.0,350.0,350.0,270.0,120.0,200.0,200.0,100.0,0.0,0.0,0.0,0.0
53751,            LORENZO,48,10/3/2019,1200,  , EX, 54.5N,  15.7W,60.0,963.0,300.0,350.0,350.0,250.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0
53752,            LORENZO,48,10/3/2019,1800,  , EX, 55.8N,  13.3W,60.0,966.0,300.0,300.0,300.0,250.0,0.0,150.0,180.0,0.0,0.0,0.0,0.0,0.0
53753,            LORENZO,48,10/4/2019, 0000,  , EX, 55.4N,  10.5W,55.0,977.0,330.0,250.0,250.0,150.0,0.0,120.0,150.0,0.0,0.0,0.0,0.0,0.0
53754,            LORENZO,48,10/4/2019, 0600,  , EX, 54.5N,   8.2W,50.0,985.0,0.0,200.0,200.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
53756,            MELISSA,25,10/8/2019,1800,  , EX, 35.0N,  74.1W,40.0,1009.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53757,            MELISSA,25,10/9/2019, 0000,  , EX, 36.1N,  72.4W,40.0,1009.0,240.0,90.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53758,            MELISSA,25,10/9/2019, 0600,  , EX, 37.0N,  70.4W,45.0,1008.0,210.0,120.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53759,            MELISSA,25,10/9/2019,1200,  , EX, 37.7N,  68.8W,45.0,1007.0,180.0,150.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53760,            MELISSA,25,10/9/2019,1800,  , EX, 38.4N,  68.1W,50.0,1006.0,180.0,120.0,120.0,180.0,90.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
53761,            MELISSA,25,10/10/2019, 0000,  , EX, 38.9N,  68.2W,55.0,1004.0,180.0,90.0,150.0,180.0,120.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0
53762,            MELISSA,25,10/10/2019, 0600,  , EX, 38.9N,  68.7W,55.0,1002.0,210.0,60.0,150.0,210.0,120.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
53763,            MELISSA,25,10/10/2019,1200,  , EX, 38.6N,  69.2W,55.0,1000.0,240.0,0.0,150.0,240.0,150.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0
53764,            MELISSA,25,10/10/2019,1800,  , EX, 38.0N,  69.2W,55.0,998.0,270.0,0.0,150.0,240.0,180.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0
53765,            MELISSA,25,10/11/2019, 0000,  , EX, 37.9N,  68.4W,55.0,996.0,300.0,0.0,150.0,270.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0
53766,            MELISSA,25,10/11/2019, 0600,  , SS, 38.4N,  68.7W,55.0,994.0,330.0,0.0,150.0,270.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
53767,            MELISSA,25,10/11/2019,1200,  , SS, 38.6N,  69.4W,50.0,995.0,300.0,0.0,180.0,240.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
53768,            MELISSA,25,10/11/2019,1800,  , SS, 38.2N,  69.7W,50.0,996.0,270.0,0.0,180.0,210.0,0.0,0.0,90.0,120.0,0.0,0.0,0.0,0.0
53769,            MELISSA,25,10/12/2019, 0000,  , SS, 37.8N,  69.1W,50.0,997.0,240.0,0.0,150.0,210.0,0.0,0.0,90.0,120.0,0.0,0.0,0.0,0.0
53770,            MELISSA,25,10/12/2019, 0600,  , SS, 37.9N,  68.4W,45.0,998.0,180.0,0.0,150.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53771,            MELISSA,25,10/12/2019,1200,  , TS, 38.0N,  67.5W,45.0,998.0,150.0,60.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53772,            MELISSA,25,10/12/2019,1800,  , TS, 38.2N,  66.3W,45.0,998.0,0.0,60.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53773,            MELISSA,25,10/13/2019, 0000,  , TS, 38.6N,  64.9W,45.0,998.0,0.0,60.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53774,            MELISSA,25,10/13/2019, 0600,  , TS, 39.1N,  63.5W,40.0,999.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53775,            MELISSA,25,10/13/2019,1200,  , TS, 39.5N,  61.7W,40.0,1000.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53776,            MELISSA,25,10/13/2019,1800,  , TS, 39.7N,  59.8W,35.0,1001.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53777,            MELISSA,25,10/14/2019, 0000,  , TS, 40.0N,  57.9W,35.0,1002.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53778,            MELISSA,25,10/14/2019, 0600,  , TS, 40.5N,  55.5W,35.0,1003.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53779,            MELISSA,25,10/14/2019,1200,  , EX, 40.8N,  52.9W,35.0,1004.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53780,            MELISSA,25,10/14/2019,1800,  , EX, 40.9N,  49.8W,35.0,1004.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53782,            FIFTEEN,13,10/14/2019,1200,  , TD, 12.6N,  19.3W,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53783,            FIFTEEN,13,10/14/2019,1800,  , TD, 13.3N,  20.0W,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53784,            FIFTEEN,13,10/15/2019, 0000,  , TD, 14.2N,  20.4W,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53785,            FIFTEEN,13,10/15/2019, 0600,  , TD, 15.0N,  21.0W,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53786,            FIFTEEN,13,10/15/2019,1200,  , TD, 15.7N,  21.7W,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53787,            FIFTEEN,13,10/15/2019,1800,  , TD, 16.3N,  22.6W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53788,            FIFTEEN,13,10/16/2019, 0000,  , TD, 17.0N,  23.4W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53789,            FIFTEEN,13,10/16/2019, 0600,  , LO, 17.6N,  24.4W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53790,            FIFTEEN,13,10/16/2019,1200,  , LO, 18.2N,  25.4W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53791,            FIFTEEN,13,10/16/2019,1800,  , LO, 18.7N,  26.8W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53792,            FIFTEEN,13,10/17/2019, 0000,  , LO, 19.2N,  28.3W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53793,            FIFTEEN,13,10/17/2019, 0600,  , LO, 19.5N,  29.8W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53794,            FIFTEEN,13,10/17/2019,1200,  , LO, 19.3N,  31.0W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53796,             NESTOR,15,10/17/2019,1200,  , DB, 22.2N,  95.7W,35.0,1007.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53797,             NESTOR,15,10/17/2019,1800,  , DB, 22.6N,  95.2W,35.0,1005.0,0.0,0.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53798,             NESTOR,15,10/18/2019, 0000,  , DB, 23.2N,  94.5W,40.0,1003.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53799,             NESTOR,15,10/18/2019, 0600,  , DB, 24.1N,  93.0W,45.0,1002.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53800,             NESTOR,15,10/18/2019,1200,  , DB, 25.2N,  91.2W,50.0,1001.0,120.0,150.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
53801,             NESTOR,15,10/18/2019,1800,  , TS, 26.4N,  89.4W,50.0,1000.0,90.0,160.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
53802,             NESTOR,15,10/19/2019, 0000,  , TS, 27.8N,  87.8W,50.0,996.0,90.0,160.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
53803,             NESTOR,15,10/19/2019, 0600,  , TS, 28.6N,  87.1W,50.0,996.0,90.0,140.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
53804,             NESTOR,15,10/19/2019,1200,  , EX, 29.3N,  86.4W,40.0,996.0,90.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53805,             NESTOR,15,10/19/2019,1800,  , EX, 30.2N,  85.4W,40.0,999.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53806,             NESTOR,15,10/20/2019, 0000,  , EX, 31.2N,  84.2W,35.0,1000.0,240.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53807,             NESTOR,15,10/20/2019, 0600,  , EX, 33.1N,  81.7W,40.0,1002.0,210.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53808,             NESTOR,15,10/20/2019,1200,  , EX, 35.1N,  79.1W,40.0,1002.0,200.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53809,             NESTOR,15,10/20/2019,1800,  , EX, 37.0N,  76.7W,40.0,1002.0,150.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53810,             NESTOR,15,10/21/2019, 0000,  , EX, 37.5N,  74.5W,40.0,1001.0,180.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53812,               OLGA,10,10/25/2019,1200,  , TS, 24.7N,  94.8W,35.0,1004.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53813,               OLGA,10,10/25/2019,1800,  , TS, 25.9N,  93.6W,40.0,998.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53814,               OLGA,10,10/26/2019, 0000,  , EX, 27.0N,  92.5W,45.0,996.0,20.0,20.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53815,               OLGA,10,10/26/2019, 0600,  , EX, 28.8N,  91.2W,45.0,994.0,20.0,20.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53816,               OLGA,10,10/26/2019,1200,  , EX, 31.7N,  90.0W,45.0,993.0,20.0,20.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53817,               OLGA,10,10/26/2019,1800,  , EX, 36.2N,  89.3W,40.0,993.0,20.0,20.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53818,               OLGA,10,10/27/2019, 0000,  , EX, 40.1N,  88.0W,30.0,992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53819,               OLGA,10,10/27/2019, 0600,  , EX, 42.5N,  87.0W,30.0,992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53820,               OLGA,10,10/27/2019,1200,  , EX, 44.5N,  84.7W,30.0,994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53821,               OLGA,10,10/27/2019,1800,  , EX, 46.0N,  80.3W,30.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53823,              PABLO,22,10/23/2019,1800,  , EX, 40.0N,  38.3W,40.0,1000.0,120.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53824,              PABLO,22,10/24/2019, 0000,  , EX, 40.2N,  38.4W,50.0,998.0,180.0,0.0,60.0,180.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0
53825,              PABLO,22,10/24/2019, 0600,  , EX, 39.0N,  39.9W,50.0,995.0,180.0,0.0,90.0,180.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0
53826,              PABLO,22,10/24/2019,1200,  , EX, 36.9N,  39.3W,50.0,990.0,240.0,100.0,150.0,80.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0
53827,              PABLO,22,10/24/2019,1800,  , EX, 35.8N,  36.9W,45.0,988.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53828,              PABLO,22,10/25/2019, 0000,  , SS, 35.9N,  35.1W,45.0,988.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53829,              PABLO,22,10/25/2019, 0600,  , SS, 36.3N,  34.0W,45.0,988.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53830,              PABLO,22,10/25/2019,1200,  , SS, 36.4N,  33.2W,40.0,989.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53831,              PABLO,22,10/25/2019,1800,  , TS, 35.9N,  32.7W,40.0,990.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53832,              PABLO,22,10/26/2019, 0000,  , TS, 35.5N,  31.8W,40.0,990.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53833,              PABLO,22,10/26/2019, 0600,  , TS, 35.2N,  30.7W,40.0,990.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53834,              PABLO,22,10/26/2019,1200,  , TS, 35.1N,  29.1W,45.0,989.0,0.0,30.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53835,              PABLO,22,10/26/2019,1800,  , TS, 35.6N,  26.6W,50.0,987.0,10.0,30.0,40.0,30.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
53836,              PABLO,22,10/27/2019, 0000,  , TS, 37.0N,  23.8W,55.0,985.0,30.0,70.0,40.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53837,              PABLO,22,10/27/2019, 0600,  , TS, 39.5N,  20.7W,60.0,983.0,40.0,70.0,40.0,20.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0
53838,              PABLO,22,10/27/2019,1200,  , HU, 41.9N,  18.8W,65.0,980.0,40.0,70.0,40.0,20.0,10.0,20.0,10.0,0.0,0.0,10.0,0.0,0.0
53839,              PABLO,22,10/27/2019,1800,  , HU, 44.1N,  17.3W,70.0,977.0,40.0,70.0,40.0,20.0,10.0,20.0,10.0,0.0,0.0,10.0,0.0,0.0
53840,              PABLO,22,10/28/2019, 0000,  , TS, 45.5N,  17.0W,60.0,982.0,40.0,50.0,30.0,20.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0
53841,              PABLO,22,10/28/2019, 0600,  , TS, 46.3N,  17.6W,45.0,990.0,30.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53842,              PABLO,22,10/28/2019,1200,  , EX, 46.5N,  17.9W,35.0,995.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53843,              PABLO,22,10/28/2019,1800,  , EX, 46.6N,  17.6W,35.0,995.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53844,              PABLO,22,10/29/2019, 0000,  , EX, 46.8N,  16.4W,30.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53846,            REBEKAH,23,10/27/2019, 0000,  , EX, 40.5N,  51.5W,35.0,1004.0,0.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53847,            REBEKAH,23,10/27/2019, 0600,  , EX, 40.4N,  48.0W,50.0,989.0,0.0,0.0,180.0,180.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0
53848,            REBEKAH,23,10/27/2019,1200,  , EX, 40.2N,  45.0W,60.0,976.0,0.0,0.0,210.0,210.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0
53849,            REBEKAH,23,10/27/2019,1800,  , EX, 40.2N,  43.1W,65.0,968.0,120.0,120.0,240.0,240.0,60.0,60.0,160.0,160.0,0.0,0.0,110.0,110.0
53850,            REBEKAH,23,10/28/2019, 0000,  , EX, 40.5N,  41.1W,70.0,965.0,180.0,180.0,300.0,300.0,60.0,110.0,200.0,200.0,0.0,0.0,110.0,110.0
53851,            REBEKAH,23,10/28/2019, 0600,  , EX, 41.2N,  39.5W,70.0,966.0,180.0,200.0,330.0,330.0,0.0,160.0,240.0,240.0,0.0,0.0,110.0,110.0
53852,            REBEKAH,23,10/28/2019,1200,  , EX, 42.4N,  39.4W,65.0,967.0,200.0,300.0,360.0,360.0,0.0,0.0,240.0,240.0,0.0,0.0,100.0,100.0
53853,            REBEKAH,23,10/28/2019,1800,  , EX, 42.9N,  40.4W,60.0,969.0,300.0,360.0,400.0,400.0,0.0,0.0,240.0,330.0,0.0,0.0,0.0,0.0
53854,            REBEKAH,23,10/29/2019, 0000,  , EX, 42.2N,  40.1W,55.0,971.0,360.0,400.0,440.0,400.0,0.0,0.0,250.0,350.0,0.0,0.0,0.0,0.0
53855,            REBEKAH,23,10/29/2019, 0600,  , EX, 42.3N,  38.5W,55.0,973.0,400.0,400.0,440.0,400.0,0.0,0.0,250.0,350.0,0.0,0.0,0.0,0.0
53856,            REBEKAH,23,10/29/2019,1200,  , EX, 43.0N,  38.9W,55.0,975.0,440.0,400.0,440.0,440.0,0.0,0.0,300.0,350.0,0.0,0.0,0.0,0.0
53857,            REBEKAH,23,10/29/2019,1800,  , EX, 43.4N,  40.6W,50.0,977.0,470.0,400.0,470.0,500.0,0.0,0.0,300.0,390.0,0.0,0.0,0.0,0.0
53858,            REBEKAH,23,10/30/2019, 0000,  , EX, 41.8N,  42.7W,50.0,979.0,470.0,400.0,470.0,500.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0
53859,            REBEKAH,23,10/30/2019, 0600,  , EX, 39.9N,  43.7W,50.0,980.0,470.0,400.0,470.0,500.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0
53860,            REBEKAH,23,10/30/2019,1200,  , SS, 38.3N,  42.8W,45.0,982.0,0.0,40.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53861,            REBEKAH,23,10/30/2019,1800,  , SS, 38.1N,  41.5W,45.0,984.0,0.0,40.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53862,            REBEKAH,23,10/31/2019, 0000,  , SS, 38.4N,  40.0W,45.0,986.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53863,            REBEKAH,23,10/31/2019, 0600,  , SS, 39.3N,  37.7W,40.0,988.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53864,            REBEKAH,23,10/31/2019,1200,  , SS, 40.3N,  36.2W,40.0,990.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53865,            REBEKAH,23,10/31/2019,1800,  , SS, 41.0N,  34.5W,40.0,992.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53866,            REBEKAH,23,11/1/2019, 0000,  , SS, 40.8N,  32.4W,35.0,995.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53867,            REBEKAH,23,11/1/2019, 0600,  , EX, 40.6N,  30.2W,35.0,1002.0,0.0,60.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53868,            REBEKAH,23,11/1/2019,1200,  , EX, 40.5N,  27.5W,35.0,1016.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53870,          SEBASTIEN,34,11/19/2019, 0600,  , TS, 19.4N,  58.1W,35.0,1006.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53871,          SEBASTIEN,34,11/19/2019,1200,  , TS, 19.9N,  58.5W,40.0,1004.0,90.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53872,          SEBASTIEN,34,11/19/2019,1800,  , TS, 20.3N,  59.4W,40.0,1004.0,90.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53873,          SEBASTIEN,34,11/20/2019, 0000,  , TS, 20.4N,  60.3W,40.0,1002.0,90.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53874,          SEBASTIEN,34,11/20/2019, 0600,  , TS, 20.5N,  61.0W,45.0,1000.0,90.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53875,          SEBASTIEN,34,11/20/2019,1200,  , TS, 20.8N,  61.7W,45.0,999.0,100.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53876,          SEBASTIEN,34,11/20/2019,1800,  , TS, 21.3N,  61.7W,45.0,999.0,100.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53877,          SEBASTIEN,34,11/21/2019, 0000,  , TS, 21.9N,  61.7W,50.0,996.0,120.0,140.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
53878,          SEBASTIEN,34,11/21/2019, 0600,  , TS, 22.4N,  61.4W,50.0,996.0,120.0,140.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
53879,          SEBASTIEN,34,11/21/2019,1200,  , TS, 22.9N,  60.9W,50.0,996.0,120.0,140.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
53880,          SEBASTIEN,34,11/21/2019,1800,  , TS, 23.5N,  60.1W,50.0,996.0,120.0,140.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
53881,          SEBASTIEN,34,11/22/2019, 0000,  , TS, 24.2N,  58.8W,50.0,996.0,120.0,140.0,50.0,80.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
53882,          SEBASTIEN,34,11/22/2019, 0600,  , TS, 24.5N,  57.3W,50.0,996.0,120.0,120.0,50.0,80.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
53883,          SEBASTIEN,34,11/22/2019,1200,  , TS, 25.0N,  55.8W,50.0,996.0,90.0,90.0,60.0,100.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
53884,          SEBASTIEN,34,11/22/2019,1800,  , TS, 25.8N,  54.4W,55.0,994.0,90.0,90.0,60.0,100.0,30.0,40.0,0.0,30.0,0.0,0.0,0.0,0.0
53885,          SEBASTIEN,34,11/23/2019, 0000,  , TS, 26.7N,  52.6W,60.0,991.0,90.0,90.0,60.0,100.0,40.0,40.0,30.0,40.0,0.0,0.0,0.0,0.0
53886,          SEBASTIEN,34,11/23/2019, 0600,  , TS, 28.1N,  50.5W,60.0,991.0,90.0,90.0,60.0,100.0,40.0,40.0,30.0,40.0,0.0,0.0,0.0,0.0
53887,          SEBASTIEN,34,11/23/2019,1200,  , TS, 29.6N,  48.4W,55.0,994.0,80.0,90.0,50.0,80.0,30.0,30.0,20.0,30.0,0.0,0.0,0.0,0.0
53888,          SEBASTIEN,34,11/23/2019,1800,  , TS, 31.5N,  46.4W,55.0,994.0,80.0,80.0,50.0,60.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
53889,          SEBASTIEN,34,11/24/2019, 0000,  , TS, 33.5N,  44.4W,55.0,994.0,80.0,80.0,50.0,60.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
